"MUNICIPIO","TIPO DE EMPRESA","ENTIDAD","TIENE RESIDUOS POSTCONSUMO EN SU CASA?","DONDE ENTREGA LOS RESIDUOS","SABE QUE SIGNIFICA LA SIGLA RAEE","HA PARTICIPADO EN LAS JORNADAS DE RECOLECCION DE RESIDUOS POSTCONSUMO RAEE","COMO SE ENTERARON DE ESTA JORNADA","HA USADO APLICACIONES","UTILIZARIA UNA APP PARA RAEE?"
"CÚCUTA","PRIVADA","JARDÍN MÍ PRIMER PASO","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PRIVADA","FOCUS YOUR MIND","NO","LOS DEJO EN CASA","NO","NO","INFORMACION DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","HOGAR","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","PRIVADA","LA MEJOR","NO","LOS DEJO EN CASA","NO","NO","INFORMACION DIRECTA","NO","Sí"
"CÚCUTA","PÚBLICA","LOTERÍA DE CUCUTA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","SI","INFORMACIÓN DIRECTA","NO","No"
"LA PLAYA DE BELÉN","PÚBLICA","ALCALDÍA MUNICIPAL","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","CORREO ELECTRÓNICO","SI","Sí"
"CONVENCIÓN","TRABAJADOR INDEPENDIENTE","NO TENGO TRABAJO","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","DISEÑOS MARTHA ISABEL RAMIREZ","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","NO TENGO TRABAJO","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PÚBLICA","LOTERÍA DE CÙCUTA","NO","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","SPA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","No conozco de tecnología"
"CÚCUTA","PÚBLICA","FRANCISCO JOSÉ DE  CALDAS","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","TALLER SATÉLITE","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","RADIO","NO","No"
"CÚCUTA","DESEMPLEADO","INSTITUTO TÉCNICO MERCEDES ABREGO","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PRIVADA","MUEBLERÍA CASA ELEGANTE","SI","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","MEDICUC","NO","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","TUTORIAS","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","CASA","SI","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"PAMPLONA","TRABAJADOR INDEPENDIENTE","VISIBLES","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","COMIDAS RAPIDAS","NO","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PÚBLICA","I.E.COLEGIO FRANCISCO JOSÉ DE CALDAS","NO","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","AMA DE CASA","CASA DE FAMILIA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","SALÓN DE BELLEZA DULCE SANDÍA","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PRIVADA","LOGISTCARGA S.A.S","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","NO","No conozco de tecnología"
"CÚCUTA","PRIVADA","TODO MOTOS LA 18A","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","COMERCIANTE","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","HOTEL CASABLANCA","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","RADIO","NO","No conozco de tecnología"
"CÚCUTA","PRIVADA","PANADERIA JORLI","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACIÓN DIRECTA","SI","No"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","CASA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","PONQUÉ ROSMY","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PENSIONADO","INDEPENDIENTE","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"CONVENCIÓN","TRABAJADOR INDEPENDIENTE","TRABAJO INDEPENDIENTE","NO","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","POR PARTE DE LA RECTORA DE LA ESCUELA NORMAL SUPERIOR CONVENCIÓN","SI","No"
"CÚCUTA","PRIVADA","SOLUCIONES CREATIVAS AUDIOVISUALES","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PRIVADA","URIBE STYLE SAS","SI","LOS ENTREGA A LA EMPRESA DEL ASEO, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACIÓN DIRECTA","SI","No"
"CÚCUTA","PÚBLICA","INNOVATECHIT","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","SECRETARIA DE EDUCACIÓN MUNICIPAL CÚCUTA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","CONTADOR INDEPENFIENTE","NO","LOS DEJO EN CASA","NO","NO","CORREO ELECTRÓNICO","NO","Sí"
"CÚCUTA","PÚBLICA","UFPSO","NO","LOS DEJO EN CASA","NO","SI","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","AMA DE CASA","AMA DE CASA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","No conozco de tecnología"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","CONTADOR PUBLICO","NO","LOS DEJO EN CASA","NO","NO","CORREO ELECTRÓNICO","NO","Sí"
"CÚCUTA","PRIVADA","AUTO MARCOL MOTO SAS","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","No conozco de tecnología"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","HOGAR","SI","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","HOGAR","SI","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","PRIVADA","AGUAS KPITAL CÚCUTA S.A. E.S.P.","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","INSTITUTO TÉCNICO NACIONAL DE COMERCIO","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","LABORATORIO ADRIANA CASTAÑEDA","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","NO","No"
"CÚCUTA","PÚBLICA","GOBERNACIÓN NORTE DE SANTANDER","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","No"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","BELLEZA","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PÚBLICA","ROPITA SION","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PENSIONADO","NO TENGO TRABAJO","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"PAMPLONA","PRIVADA","IPS MECAS SALUD DOMICILIARIA SAS","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"EL CARMEN","PÚBLICA","INSTITUTO DEPARTAMENTAL DE SALUD","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES","SI","Sí"
"LOS PATIOS","PÚBLICA","SECRETARIA DE EDUCACIÓN MUNICIPAL CÚCUTA","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","EN MI CASA","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","NO","Sí"
"EL CARMEN","PÚBLICA","SECRETARÍA DE EDUCACIÓN","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","PUBLICACIÓN EN SEDE  ELECTRÓNICA","SI","Sí"
"EL CARMEN","PÚBLICA","INSTITUCIÓN EDUCATIVA ENRIQUE PARDO FARELO","NO","LOS DEJO EN CASA","SI","SI","REDES SOCIALES","SI","No"
"EL CARMEN","PÚBLICA","I.E ENRIQUE PARDO FARELO.","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","SI","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","GOBERNACIÓN","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","SI","REDES SOCIALES","NO","Sí"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","SI","LOS ENTREGA A LA EMPRESA DEL ASEO, LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","PRIVADA","FRESKALECHE","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"PAMPLONA","PRIVADA","IPS MECAS SALUD DOMICILIARIA SAS","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","SUPERMERCADO LA ONCE FAMILIAR","NO","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","NO","Sí"
"EL CARMEN","PÚBLICA","ENRIQUE PARDO FARELO","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","GASEOSAS HIPINTO SAS","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","HOGAR","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","PRIVADA","TVNOVEDADES","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"EL CARMEN","PÚBLICA","CONCEJO MUNICIPAL","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES","SI","Sí"
"EL CARMEN","PRIVADA","AMERICANA DE SERVICIOS","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","HOTEL","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","INFORMACION DIRECTA","SI","Sí"
"EL CARMEN","PÚBLICA","ALCALDÍA","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","REDES SOCIALES","SI","Sí"
"CONVENCIÓN","DESEMPLEADO","ESCUELA NORMAL SUPERIOR","NO","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","SI","REDES SOCIALES","NO","Sí"
"CÚCUTA","PÚBLICA","HOSPITAL ERASMO MEOZ","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","CORREO ELECTRÓNICO","NO","No"
"EL CARMEN","DESEMPLEADO","NO TENGO TRABAJO","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","SI","Sí"
"EL CARMEN","DESEMPLEADO","DESPLEADO","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"EL CARMEN","PÚBLICA","ALCALDIA MUNICIAL","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","SI","INFORMACIÓN DIRECTA","SI","Sí"
"EL CARMEN","TRABAJADOR INDEPENDIENTE","TRABAJO CON REVISTAS","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES","NO","Sí"
"EL CARMEN","TRABAJADOR INDEPENDIENTE","CAFETERÍA","SI","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"EL CARMEN","TRABAJADOR INDEPENDIENTE","VENDO ZAPATOS Y ROPA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","SI","INFORMACIÓN DIRECTA","SI","Sí"
"EL CARMEN","AMA DE CASA","CASA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","IDS","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","GOBERNACION DE NORTE DE SANTANDER","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","SI","REDES SOCIALES","SI","Sí"
"OCAÑA","PÚBLICA","I.E LA PRESENTACION","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","INSTITUTO TÉCNICO NACIONAL DE COMERCIO","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","NO SABIA QUE EXISTE","SI","Sí"
"OCAÑA","PÚBLICA","SECRETARIA DE EDUCACIÓN DE NORTE DE SANTANDER","SI","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","SECRETARIA DE EDUCACION","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES","NO","Sí"
"OCAÑA","PÚBLICA","EJÉRCITO NACIONAL","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","SECRETARIA DE EDUCACIÓN","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","INFORMACIÓN DIRECTA","NO","Sí"
"EL CARMEN","PÚBLICA","SECRETARIA DE CULTURA TURISMO RECREACIÓN Y DEPORTE","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","No"
"EL CARMEN","PÚBLICA","ALCALDÍA MUNICIPAL.","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"EL ZULIA","PRIVADA","CALIDAD TOTAL","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","POR MEDIO DE UNA COMPAÑERA DE TRABAJO","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","NO TENGO TRABAJO","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PRIVADA","ASGOC","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"EL ZULIA","PÚBLICA","IE. FRANCISCO DE PAULA SANTANDER","NO","LOS DEJO EN CASA","SI","SI","REDES SOCIALES","SI","Sí"
"EL TARRA","PÚBLICA","IE ORU BAJO","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","GOBERNACION","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","LOTERÍA DE CÚCUTA","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"EL CARMEN","PÚBLICA","INSTITUCIÓN EDUCATIVA COLEGIO SANTO ÁNGEL","NO","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","REDES SOCIALES","SI","Sí"
"OCAÑA","PÚBLICA","I.E. LA PRESENTACIÓN","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"CHINÁCOTA","TRABAJADOR INDEPENDIENTE","CABAÑAS CHINACOTA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","NO TENGO TRABAJO","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","NO","Sí"
"LOS PATIOS","TRABAJADOR INDEPENDIENTE","OFICINA PROPIA","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"EL ZULIA","TRABAJADOR INDEPENDIENTE","PARCELA LA VICTORIA","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","INSTITUCIÓN EDUCATIVA INEM JOSÉ EUSEBIO CARO","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","CLARO","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","CALIDAD TOTAL","SI","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","EMPRESA DE SEGURIDAD","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","POR MEDIO DEL COLEGIO","NO","No"
"MUTISCUA","PÚBLICA","ALCALDIA MUTISCUA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","ZEUS PUBLICIDAD","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","PUBLI CUCUTA","NO","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","DESEMPLEADO","DESPLEADO","NO","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","SI","Sí"
"EL CARMEN","PÚBLICA","INSTITUCIÓN EDUCATIVA COLEGIO SANTO ÁNGEL","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","GOBERNACIÓN NORTE DE SANTANDER","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PRIVADA","ACTISALUD","NO","LOS DEJO EN CASA","SI","NO","CORREO ELECTRÓNICO","SI","Sí"
"CÚCUTA","PÚBLICA","SECRETARIA DE EDUCACIÓN MUNICIPAL","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","FRANCISCO JOSE DE CALDAS","NO","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","INFORMACIÓN DIRECTA","NO","No"
"CÚCUTA","PÚBLICA","COLEGIO FRANCISCO JOSÉ DE CALDAS","SI","LOS ENTREGA A LA EMPRESA DEL ASEO, LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","FRANCISCO JOSÉ DE CALDAS","NO","LOS DEJO EN CASA","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"OCAÑA","TRABAJADOR INDEPENDIENTE","CAEKA SAS","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","No"
"OCAÑA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"OCAÑA","AMA DE CASA","AMA DE CASA","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","NO","No"
"OCAÑA","TRABAJADOR INDEPENDIENTE","LIZ DISEÑOS","NO","LOS DEJO EN CASA","NO","NO","INFORMACION DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","RITMOSHOP","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CONVENCIÓN","PÚBLICA","INSTITUTO TÉCNICO AGRÍCOLA","SI","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","LABORATORIO CLÍNICO DRA JOHANNA PORTILLA","SI","LOS DEPOSITO EN CONTENEDORES PARA RECICLAJE","NO","NO","INFORMACION DIRECTA","SI","No tenía conocimiento"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","HOGAR","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","INFORMACION DIRECTA","NO","Sí"
"CÚCUTA","PÚBLICA","CONTRALORÍA","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"OCAÑA","TRABAJADOR INDEPENDIENTE","EN CASA","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","NO","Sí"
"OCAÑA","TRABAJADOR INDEPENDIENTE","MARIACHI GARIBALDI","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"OCAÑA","TRABAJADOR INDEPENDIENTE","TAXISTA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","NO","Sí"
"OCAÑA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","REDES SOCIALES","SI","Sí"
"OCAÑA","PÚBLICA","COLEGIO LA PRESENTACIÓN","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","NO","Sí"
"OCAÑA","TRABAJADOR INDEPENDIENTE","HOGAR","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","SI","Sí"
"CONVENCIÓN","PÚBLICA","BANCO AGRARIO","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"PAMPLONA","PRIVADA","PACU","NO","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","KUKUY SHOES","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
