"MUNICIPIO","TIPO DE EMPRESA","ENTIDAD","TIENE RESIDUOS POSTCONSUMO EN SU CASA?","DONDE ENTREGA LOS RESIDUOS","SABE QUE SIGNIFICA LA SIGLA RAEE","HA PARTICIPADO EN LAS JORNADAS DE RECOLECCION DE RESIDUOS POSTCONSUMO RAEE","COMO SE ENTERARON DE ESTA JORNADA","HA USADO APLICACIONES","UTILIZARIA UNA APP PARA RAEE?"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","No"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES, CORREO ELECTRÓNICO","SI","Sí"
"CÚCUTA","ESTUDIANTE","COLEGIO CLUB DE LEONES","SI","LOS ENTREGA A LA EMPRESA DEL ASEO, LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","SI","Sí, No me interesa el tema"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","TAXISTA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","NO","No"
"CÚCUTA","PÚBLICA","GOBERNACION DE NORTE DE SANTANDER","NO","LOS DEJO EN CASA","NO","SI","REDES SOCIALES, INFORMACIÓN DIRECTA, PUBLICACIÓN EN SEDE  ELECTRÓNICA","SI","Sí"
"CÚCUTA","PRIVADA","INSTITUTO SALESIANO SAN JUAN BOSCO","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","ESTUDIANTE","COLEGIO SAGRADO CORAZON DE JESUS","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","ESTUDIANTE","COLEGIO CLUB DE LEONES","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","NO SABIA QUE EXISTE","NO","No conozco de tecnología"
"CÚCUTA","PÚBLICA","INSTITUTO DEPARTAMENTAL DE SALUD NORTE DE SANTANDER","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","NO","Sí"
"SARDINATA","PÚBLICA","COLEGIO SARMIENTO PERALTA","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","PUBLICACIÓN EN SEDE  ELECTRÓNICA","SI","No"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","No"
"TOLEDO","PÚBLICA","IE. GUILLERMO COTE BAUTISTA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","CORREO ELECTRÓNICO","SI","Sí"
"ABREGO","PÚBLICA","SED NORTE SANTANDER","NO","LOS DEJO EN CASA","SI","SI","CORREO ELECTRÓNICO","SI","Sí"
"CÚCUTA","DESEMPLEADO","INSTITUCION EDUCATIVA SAGRADO CORAZÓN DE JESUS","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PÚBLICA","ESE HUEM","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES","SI","Sí"
"OCAÑA","PÚBLICA","AGUSTINA FERRO","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","I.E. SAGRADO CORAZÓN DE JESÚS","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CHITAGÁ","PÚBLICA","CER PUENTE REAL","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES, CORREO ELECTRÓNICO","SI","Sí"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","CORREO ELECTRÓNICO","SI","No"
"CÚCUTA","PÚBLICA","CORPONOR","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","HOSPITAL UNIVERSITARIO ERASMO MEOZ","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","ESE HOSPITAL UNIVERSITARIO ERASMO MEOZ","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PENSIONADO","EJERCITO","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","HOGAR","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","SI","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","PÚBLICA","I.E","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA, CORREO ELECTRÓNICO","SI","Sí"
"TOLEDO","PÚBLICA","I E COLEGIO SAN BERNARDO","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","INFORMACION DIRECTA","SI","Sí"
"VILLA DEL ROSARIO","AMA DE CASA","CASA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","SI","REDES SOCIALES","SI","Sí"
"OCAÑA","PÚBLICA","SED NORTE DE SANTANDER","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","No"
"CÚCUTA","PRIVADA","TERMINAL FE TRANSPORTES","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","SI","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","PRIVADA","TOP AUTOS","NO","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CHINÁCOTA","PÚBLICA","CENTRO EDUCATIVO RURAL ISCALA SUR","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","DESEMPLEADO","SAGRADO CORAZON DE JESUS","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","CORREO ELECTRÓNICO","NO","No me interesa el tema"
"CÚCUTA","PÚBLICA","INSTITUTO DEPARTAMENTAL DE SALUD","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"OCAÑA","PÚBLICA","AGUSTINA FERRO","NO","LOS DEJO EN CASA","NO","SI","INFORMACIÓN DIRECTA","SI","Sí"
"SARDINATA","PÚBLICA","SECRETARIA DE EDUCACIÓN DEPARTAMENTAL","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","REDES SOCIALES, CORREO ELECTRÓNICO","NO","Sí"
"CÚCUTA","PÚBLICA","IDS ETV","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","ESTUDIANTE","COLEGIO SAGRADO CORAZÓN DE JESÚS","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí, No me interesa el tema"
"CÚCUTA","PÚBLICA","IDS ETV","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","VENDEDOR INFORMAL","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","SI","No"
"CÚCUTA","PÚBLICA","NO TENGO TRABAJO","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","PÚBLICA","SENA","NO","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES","SI","Sí"
"CONVENCIÓN","PÚBLICA","CER HONDURAS MTILONIA","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","CORREO ELECTRÓNICO","NO","Sí"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","REDES SOCIALES, CORREO ELECTRÓNICO","NO","Sí, No"
"CÚCUTA","PÚBLICA","INSTITUCIÓN EDUCATIVA","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","SCOTIABANK COLPATRIA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES, TELEVISIÓN","SI","Sí"
"CÚCUTA","PÚBLICA","I D S","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","NO","Sí"
"EL TARRA","PÚBLICA","I.E. FILO EL GRINGO","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","NO SABIA QUE EXISTE","SI","No"
"CÚCUTA","PÚBLICA","UNIVERSIDAD DISTRITAL","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"VILLA DEL ROSARIO","PÚBLICA","I.E. COLEGIO GENERAL SANTANDER","NO","LOS DEJO EN CASA","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"LA PLAYA DE BELÉN","PÚBLICA","IE COLEGIO FRAY JOSE MARIA ARÉVALO","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","No"
"VILLA DEL ROSARIO","PÚBLICA","COLEGIO GENERAL SANTANDER","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"LA PLAYA DE BELÉN","PÚBLICA","SECRETARIA DE EDUCACIÓN.","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"LA PLAYA DE BELÉN","PÚBLICA","IE FRAY JOSÉ MARÍA AREVALO","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"RAGONVALIA","PÚBLICA","I.E. NUESTRA SEÑORA DE LA MERCED","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","SI","Sí"
"LA PLAYA DE BELÉN","PÚBLICA","IE. FRAY JOSÉ MARÍA ARÉVALO","SI","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"PAMPLONA","PÚBLICA","I. E. ÁGUEDA GALLARDO DE  VILLAMIZAR","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA, CORREO ELECTRÓNICO","SI","Sí"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","NO","LOS DEJO EN CASA","NO",,"INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PRIVADA","ESCUELA AUXILIARES DE EMFERMERIA","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","COLEGIO GREMIOS UNIDOS","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","REDES SOCIALES","SI","Sí"
"OCAÑA","PÚBLICA","SED NORTE DE SANTANDER","NO","LOS DEJO EN CASA","NO","NO","NO SABIA QUE EXISTE","SI","No"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","NO TENGO TRABAJO","NO","LOS DEJO EN CASA","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","NO","LOS DEJO EN CASA","NO","NO","POR MEDIO DE ESTE ENLACE","NO","Sí"
"CÚCUTA","ESTUDIANTE","COLEGIO MUNICIPAL GREMIOS UNIDOS","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","POR NINGUNA PARTE","SI","Sí"
"HERRÁN","PÚBLICA","IE COLEGIO INTEGRADO PERPETUO SOCORRO","SI","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"LA ESPERANZA","PÚBLICA","SECRETARIA DE EDUCACIÓN DEPARTAMENTAL NORTE DE SANTANDER","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","SI","REDES SOCIALES","NO","Sí"
"TEORAMA","PÚBLICA","INSTITUCIÓN EDUCATIVA EL ASERRIO","SI","ESPERAMOS QUE DEL PROGRAMA COMPUTADOR PARA EDUCAR RECOGAN LOS EQUIPOS EN DESUSO","SI","NO","INFORMACIÓN DIRECTA","NO","No"
"CÚCUTA","PRIVADA","DAVIVIENDA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","SI","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","PÚBLICA","GOBERNACION NORTE DE SANTANDER","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"LA ESPERANZA","PÚBLICA","I. E. CONDE SAN GERMÁN","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PÚBLICA","GOBERNACION","NO","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PÚBLICA","IE FRANCISCO JOSÉ DE CALDAS","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","NO SABIA QUE EXISTE","NO","Sí"
"CHITAGÁ","PÚBLICA","CENTRO EDUCATIVO RURAL TANE","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","CORREO ELECTRÓNICO","NO","No"
"CUCUTILLA","PÚBLICA","SED","NO","LOS DEJO EN CASA","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","IE PRESBITERO DANIEL JORDAN","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","CORREO ELECTRÓNICO","SI","No"
"CÚCUTA","PÚBLICA","SECRETARIA DE EDUCACIÓN DEK DEPARTAMENTO","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"SALAZAR DE LAS PALMAS","PÚBLICA","CER MONTECRISTO","NO","LOS DEJO EN CASA","SI","SI","REDES SOCIALES","SI","Sí"
"OCAÑA","PÚBLICA","I,E AGUSTINA FERRO","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","No"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","NO","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","INFORMACION DIRECTA","NO","Sí"
"OCAÑA","PÚBLICA","SED NORTE DE SANTANDEE","NO","LOS DEJO EN CASA","SI","NO","CORREO ELECTRÓNICO","SI","Sí"
"CÚCUTA","PÚBLICA","IE MANUEL FERNÁNDEZ DE NOVOA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES","SI","No"
"ABREGO","PÚBLICA","CER BAJO PAVES ÁBREGO NORTE DE SANTANDER","NO","LOS DEJO EN CASA","SI","NO","CORREO ELECTRÓNICO","SI","Sí"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","NO","Sí"
"OCAÑA","PÚBLICA","I. E. AGUSTINA FERRO","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"DURANIA","PÚBLICA","CER JUANA BERBESÍ","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","INFORMACIÓN DIRECTA, CORREO ELECTRÓNICO","SI","Sí"
"CÚCUTA","PRIVADA","INSTITUTO SALESIANO SAN JUAN BOSCO","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES, INFORMACIÓN DIRECTA","NO","Sí"
"SALAZAR DE LAS PALMAS","PÚBLICA","CER MONTECRISTO","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","COLEGIO PRESBITERO DANIEL JORDAN SEDE TERESA GUASCH","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","NO","No conozco de tecnología"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","MI CASA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"ABREGO","PÚBLICA","CENTRO EDUCATIVO RURAL LA VEGA DEL TIGRE","NO","LOS DEJO EN CASA","SI","NO","CORREO ELECTRÓNICO","SI","Sí"
"SARDINATA","PÚBLICA","I. E. COLEGIO ARGELINO DURÁN QUINTERO","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","CORREO ELECTRÓNICO","SI","Sí"
"SALAZAR DE LAS PALMAS","PÚBLICA","INSTITUTO TÉCNICO AGRÍCOLA","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","CORREO ELECTRÓNICO","SI","Sí"
"SALAZAR DE LAS PALMAS","PÚBLICA","SECRETARÍA DEPARTAMENTAL N DE SANTANDER","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"SALAZAR DE LAS PALMAS","PÚBLICA","SEDNORTEDESANTANDER","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","No conozco de tecnología"
"OCAÑA","PÚBLICA","SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","INSTITUCION EDUCATIVA PRESBITERO DANIEL JORDAN","NO","LOS DEJO EN CASA","SI","NO","CORREO ELECTRÓNICO","SI","Sí"
"CÚCUTA","PÚBLICA","SECRETARIA EDUCACIÓN MUNICIPAL CÚCUTA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"TIBÚ","PÚBLICA","SECRETARIA DE EDUCACIÓN DEPARTAMENTAL","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","PÚBLICA","COLEGIO PRESBITERO DANIEL JORDAN","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","SI","Sí"
"LOS PATIOS","PÚBLICA","SEM CÚCUTA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES","SI","Sí"
"LA ESPERANZA","PÚBLICA","IE JESUS ANTONIO RAMIREZ","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","REDES SOCIALES","NO","Sí"
"OCAÑA","PÚBLICA","I. E AGUSTINA FERRO","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","NO","Sí"
"SALAZAR DE LAS PALMAS","PÚBLICA","SECRETARIA DEPARTAMENTAL INSTITUTO TECNICO AGRICOLA SEDE ALTO ARENAL","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","REDES SOCIALES","SI","Sí"
"SALAZAR DE LAS PALMAS","PÚBLICA","SECRETARÍA DE EDUCACIÓN N. DE S.","NO","LOS DEJO EN CASA","NO","NO","PUBLICACIÓN EN SEDE  ELECTRÓNICA","SI","Sí"
"SARDINATA","PÚBLICA","COLARDUQUIN","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","PROMONORTE I.P.S","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","RADIO","SI","Sí"
"SALAZAR DE LAS PALMAS","PÚBLICA","SECRETARIA DE EDUCACION DEPARTAMENTAL","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"SALAZAR DE LAS PALMAS","PÚBLICA","SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","GOBERNACIÓN DE NORTE DE SANTANDER","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","SECRETARÍA DE AGRICULTURA Y DESARROLLO RURAL","NO","LOS DEJO EN CASA","SI","NO","CORREO ELECTRÓNICO","SI","Sí"
"LA ESPERANZA","TRABAJADOR INDEPENDIENTE","GOBERNACION NORTE DE SANTANDER","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","No"
"SAN CAYETANO","PÚBLICA","SECRETARÍA DE AGRICULTURA","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","PÚBLICA","SECRETARIA DE AGRICULTURA Y DESARROLLO RURAL","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","CORREO ELECTRÓNICO","SI","Sí"
"CÚCUTA","PÚBLICA","GOBERNACIÓN DE NORTE DE SANTANDER","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"OCAÑA","PRIVADA","GOBERNACIÓN DE NORTE DE SANTANDER","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","NO","No"
"DURANIA","PÚBLICA","SECRETARIA DE  DESARROLLO ECONOMICO","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACIÓN DIRECTA, CORREO ELECTRÓNICO","SI","Sí"
"CÚCUTA","PÚBLICA","SECRETARIA DE AGRICULTURA Y DESARROLLO RURAL","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","SI","Sí"
"OCAÑA","PÚBLICA","SECRETARIA DE AGRICULTURA NORTE DE SANTANDER","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","SECRETARIA AGRICULTURA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","No"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","CASA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","GOBERNACION","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","SI","Sí"
"OCAÑA","PÚBLICA","GOBERNACIÓN DE NORTE DE SANTANDER","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"SALAZAR DE LAS PALMAS","PÚBLICA","INSTITUTO TÉCNICO AGRÍCOLA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","INFORMACIÓN DIRECTA","NO","Sí"
"SALAZAR DE LAS PALMAS","PÚBLICA","SECRETARIA DE EDUACACION DEPARTAMENTAL","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","ALCALDIA","NO","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES","SI","Sí"
